PlateSequenceName,BatchName,LocalCompletionTime,CompletionState,WellId,ChemistryId,ProbeId,Concentration,Units,Endpoint,SampleSize,InitialBaseline,Plateau,FinalBaseline,NetPlateau,NetPlateauTempAdj,CrossNetPlateau,CrossNetPlateauTempAdj,PlateauSlope,Temperature,Errors,Conc_clean,is_outlier
20251114-T5,TestBatch-1,19/11/2025 02:01:43 p.m.,Complete,R24_A05,Lactate,Probe1B,2.36343989737432,g/L,00:00:30,25,2.05610302516392,18.3625976017543,2.24128995622907,16.3064945765904,16.2602148584488,,,2.19893319266188,26.2378463745117,,2.36343989737432,False
20251114-T5,TestBatch-1,19/11/2025 02:03:59 p.m.,Complete,R24_A05,Glutamine,Probe2A,2.74281180540474,mmol/L,00:00:50,25,0.722647258213588,6.19010816301618,0.849370411464146,5.46746090480259,5.4823679949868,4.00416455950056,4.01667593917792,-0.600496019635764,25.8894805908203,,2.74281180540474,False
20251114-T5,TestBatch-1,19/11/2025 02:03:59 p.m.,Complete,R24_A05,Glutamate,Probe2B,9.54045465594296,mmol/L,00:00:50,25,1.06903893607003,5.07320349557059,1.19369070870536,4.00416455950056,4.01667593917792,,,-0.42770658220561,25.8894805908203,,9.54045465594296,False
20251114-T5,TestBatch-1,19/11/2025 02:04:40 p.m.,Complete,R24_A06,Glucose,Probe1A,3.08061820634659,g/L,00:00:30,25,-0.00127111162458147,3.64473152160645,-0.00157220023018973,3.64600263323103,3.63327881506636,,,0.261873517717625,26.2564659118652,,3.08061820634659,False
20251114-T5,TestBatch-1,19/11/2025 02:04:40 p.m.,Complete,R24_A06,Lactate,Probe1B,2.53120209090924,g/L,00:00:30,25,2.05371447971889,19.5291009630476,2.26196534293039,17.4753864833287,17.4144008883254,,,2.80803680419932,26.2564659118652,,2.53120209090924,False
20251114-T5,TestBatch-1,19/11/2025 02:07:10 p.m.,Complete,R24_A06,Glutamine,Probe2A,2.74008523462376,mmol/L,00:00:50,25,0.703909192766462,6.18220683506557,0.861861637660435,5.47829764229911,5.49278010588763,4.01633126395089,4.0285884251868,-0.934614453996909,25.8916854858398,,2.74008523462376,False
20251114-T5,TestBatch-1,19/11/2025 02:07:10 p.m.,Complete,R24_A06,Glutamate,Probe2B,9.56874932903289,mmol/L,00:00:50,25,1.06911359514509,5.08544485909598,1.19876616341727,4.01633126395089,4.0285884251868,,,-0.391870226178881,25.8916854858398,,9.56874932903289,False
20251114-T5,TestBatch-1,19/11/2025 02:07:40 p.m.,Complete,R24_A07,Glucose,Probe1A,3.9103131113449,g/L,00:00:30,25,-0.00202369689941406,4.62774004255022,0.055844715663365,4.62976373944964,4.61182036724197,,,1.11293792724605,26.2674903869629,,3.9103131113449,False
20251114-T5,TestBatch-1,19/11/2025 02:07:40 p.m.,Complete,R24_A07,Lactate,Probe1B,2.47266263740447,g/L,00:00:30,25,2.07035991123744,19.1482034410749,2.24599211556571,17.0778435298375,17.0116556809092,,,3.13721793038523,26.2674903869629,,2.47266263740447,False
20251114-T5,TestBatch-1,19/11/2025 02:09:49 p.m.,Complete,R24_A07,Glutamine,Probe2A,2.6589766116717,mmol/L,00:00:50,25,0.71166011265346,6.22908810206822,0.866828373500279,5.51742798941476,5.52896471443981,4.09813853672573,4.10865761950985,-1.39292580740793,25.9063835144043,,2.6589766116717,False
